rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0249,ORG24,0,,1441,1,34,3,1,1.8,2.7,4,0.0,2,1,1,4,97.0,2040,4,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,19.4,1.0,2.75,2.75,2.5,2.0,2.0,2.75,2.4583333333333335,3.4,2.8,4.2,2.8,3.3,3.75,2.25,2.75,3.25,3.0,3.75,4.0,3.5,3.727272727272727,3.375,3.375,4.2,4.2,2.3333333333333335,2.3333333333333335,2.25,2.25,2.5,2.5
R0250,ORG24,0,,1112,1,33,3,1,1.9,9.2,2,1.0,1,1,1,7,161.0,2040,4,2.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,23.6,0.0,2.0,2.25,2.75,1.25,2.75,1.75,2.125,2.8,3.4,3.2,2.0,2.85,2.25,2.75,2.5,1.75,2.3125,3.5,2.75,3.5,3.25,2.375,2.375,4.4,4.3999999999999995,3.6666666666666665,3.6666666666666665,2.25,2.25,4.0,4.0
R0251,ORG24,0,,765,2,36,3,1,1.8,4.4,1,0.0,2,3,1,10,112.0,2040,4,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,11.3,1.0,4.25,3.75,4.0,3.0,3.5,3.5,3.6666666666666665,4.0,3.8,4.6,4.4,4.2,3.5,4.75,4.25,3.5,4.0,4.75,4.75,4.0,4.5,4.125,4.125,2.6,2.6,4.0,4.0,2.75,2.75,3.5,3.5
R0252,ORG24,0,,1092,1,28,3,1,2.9,5.4,0,3.0,2,1,1,3,472.0,2040,4,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,0.0,1.2,1.0,3.0,2.5,3.25,2.5,3.25,2.75,2.875,2.6,2.2,1.8,2.8,2.35,3.75,3.0,2.75,2.75,3.0625,3.75,4.0,3.25,3.6666666666666665,2.25,2.25,1.8,1.8,2.3333333333333335,2.3333333333333335,4.0,4.0,2.75,2.75
R0253,ORG24,0,,1314,2,34,3,1,0.6,2.1,2,3.0,1,1,1,9,190.0,2040,4,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,0.0,13.4,0.0,3.25,3.25,3.5,3.25,3.25,3.75,3.375,3.8,2.2,3.6,3.6,3.3,4.25,4.0,3.25,4.25,3.9375,3.25,3.5,4.25,3.6666666666666665,3.25,3.25,4.2,4.2,1.6666666666666667,1.6666666666666667,4.0,4.0,2.3333333333333335,2.3333333333333335
R0254,ORG25,0,,840,1,37,2,1,10.5,11.8,2,3.0,3,2,1,6,,2976,4,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,0.0,6.4,1.0,3.5,3.0,3.25,3.0,4.25,3.5,3.4166666666666665,4.4,4.2,3.2,3.2,3.75,3.5,3.25,4.25,3.75,3.6875,3.25,4.0,2.75,3.3333333333333335,3.0,3.0,3.4,3.4,3.0,3.0,3.0,3.0,4.0,4.0
R0255,ORG25,0,,721,1,33,3,1,2.0,4.6,1,4.0,4,3,1,4,217.0,2976,4,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,0.0,3.2,1.0,3.25,2.0,3.0,2.0,3.75,2.0,2.6666666666666665,4.0,3.25,2.2,2.8,3.0526315789473686,3.25,3.25,3.5,4.25,3.5625,3.25,4.25,4.0,3.8333333333333335,2.75,2.75,1.6,1.5999999999999999,3.3333333333333335,3.3333333333333335,3.0,3.0,3.25,3.25
R0256,ORG25,0,,687,1,31,2,1,2.1,3.0,2,0.0,2,2,1,1,174.0,2976,4,2.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,,,,,,,,,,0.0,10.2,1.0,1.75,2.5,2.75,2.5,2.5,2.0,2.3333333333333335,2.8,4.0,4.0,3.2,3.5,2.75,3.0,2.75,3.25,2.9375,3.75,3.75,2.5,3.3333333333333335,2.75,2.75,2.8,2.8000000000000003,3.0,3.0,3.5,3.5,4.25,4.25
R0257,ORG25,0,,547,2,23,3,2,4.9,9.4,1,2.0,3,2,2,1,228.0,2976,4,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,12.9,0.0,3.5,3.5,3.5,2.0,2.0,2.5,2.8333333333333335,2.2,2.4,2.4,3.0,2.5,3.25,2.25,3.5,3.75,3.1875,3.5,4.0,2.75,3.4166666666666665,2.5,2.5,3.2,3.1999999999999997,2.6666666666666665,2.6666666666666665,3.0,3.0,3.0,3.0
R0258,ORG25,0,,489,1,31,2,2,4.1,10.4,3,2.0,2,1,1,5,265.0,2976,4,4.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,1.0,15.8,1.0,2.75,2.0,2.25,2.75,2.5,2.75,2.5,3.6,3.6,3.2,3.0,3.35,3.5,4.5,2.0,4.5,3.625,3.5,4.75,4.25,4.166666666666667,3.875,3.875,3.6,3.6,4.666666666666667,4.666666666666667,4.75,4.75,2.5,2.5
R0259,ORG25,0,,877,1,22,4,1,6.1,8.3,4,1.0,3,1,1,4,166.0,2976,4,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.9,1.0,2.25,3.75,3.3333333333333335,2.25,3.0,2.0,2.739130434782609,3.2,3.2,3.4,3.2,3.25,4.25,3.5,4.5,4.25,4.125,3.75,4.25,3.0,3.6666666666666665,3.75,3.75,3.2,3.1999999999999997,3.0,3.0,4.75,4.75,4.25,4.25
R0260,ORG25,0,,1017,1,39,2,1,1.7,2.4,1,0.0,1,1,1,1,265.0,2976,4,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.9,1.0,2.25,2.5,3.25,2.25,3.75,2.75,2.7916666666666665,2.4,2.0,2.2,2.2,2.2,2.25,3.25,2.5,2.0,2.5,3.5,2.75,3.25,3.1666666666666665,2.125,2.125,2.2,2.1999999999999997,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.5,3.5
R0261,ORG25,0,,827,1,35,3,1,2.4,4.4,3,,1,1,1,10,220.0,2976,4,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,32.3,0.0,3.0,3.25,1.75,2.25,3.25,1.5,2.5,3.2,1.8,2.6,2.6,2.55,2.75,3.0,2.5,1.75,2.5,3.0,3.0,3.25,3.0833333333333335,2.875,2.875,2.0,2.0,3.0,3.0,3.5,3.5,4.25,4.25
R0262,ORG25,0,,1069,1,31,2,1,9.5,9.5,2,3.0,4,1,1,7,111.0,2976,4,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,2.5,1.0,3.0,3.25,3.25,2.5,3.75,2.75,3.0833333333333335,1.6,1.6,1.6,1.4,1.55,2.0,2.75,2.0,2.25,2.25,1.75,1.75,2.0,1.8333333333333333,2.125,2.125,1.2,1.2,3.3333333333333335,3.3333333333333335,1.5,1.5,3.25,3.25
R0263,ORG26,0,,706,2,30,3,1,8.5,12.7,2,3.0,3,1,1,10,123.0,2867,1,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,32.8,0.0,2.75,1.75,3.5,2.75,3.0,3.75,2.9166666666666665,4.2,3.6,3.8,3.2,3.7,3.25,3.5,3.25,3.0,3.25,4.25,4.0,2.75,3.6666666666666665,2.125,2.125,3.8,3.8000000000000003,3.3333333333333335,3.3333333333333335,2.5,2.5,2.0,2.0
R0264,ORG26,0,,503,2,29,3,2,2.5,3.8,0,1.0,3,2,1,5,223.0,2867,1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,32.3,0.0,2.75,3.0,2.75,3.5,2.5,2.5,2.8333333333333335,2.8,3.4,3.8,3.0,3.25,4.25,4.0,3.25,4.25,3.9375,4.25,4.5,5.0,4.583333333333333,4.375,4.375,3.4,3.4,3.0,3.0,3.0,3.0,2.0,2.0
R0265,ORG26,0,,1266,1,30,5,1,0.4,5.3,0,3.0,2,1,1,5,298.0,2867,1,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,5.9,1.0,3.25,3.25,2.75,1.75,3.25,2.25,2.75,2.0,2.2,3.0,2.2,2.35,4.25,3.0,2.75,3.0,3.25,3.25,2.25,2.5,2.6666666666666665,4.375,4.375,2.6,2.6,3.6666666666666665,3.6666666666666665,4.0,4.0,2.75,2.75
R0266,ORG26,0,,781,2,31,3,1,0.1,4.0,2,0.0,1,1,1,1,168.0,2867,1,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,27.8,0.0,2.75,3.0,3.25,3.25,3.5,3.0,3.125,3.6,4.0,4.0,4.0,3.9,4.75,3.75,4.5,3.75,4.1875,3.75,4.0,4.0,3.9166666666666665,4.625,4.625,3.2,3.1999999999999997,2.0,2.0,3.5,3.5,2.75,2.75
