rid,sex,age,tenure_yr,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04
R0236,1,28,0.2,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
R0237,1,28,1.7,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
R0238,2,20,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0
R0239,1,26,0.5,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,,,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,
R0240,2,38,0.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0241,2,35,6.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,,4.0,4.0,4.0,3.0,4.0,3.0
R0242,2,25,2.0,2.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
R0243,1,21,8.6,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
R0244,2,35,0.6,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0
R0245,1,34,5.6,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
R0246,1,31,1.6,3.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
R0247,2,28,0.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0248,1,22,6.2,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0
R0249,1,34,1.8,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0
R0250,1,33,1.9,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0
R0251,2,36,1.8,3.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0
R0252,1,28,2.9,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0
R0253,2,34,0.6,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0
R0254,1,37,10.5,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
R0255,1,33,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0
R0256,1,31,2.1,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
R0257,2,23,4.9,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0
R0258,1,31,4.1,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
R0259,1,22,6.1,4.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
R0260,1,39,1.7,3.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,
R0261,1,35,2.4,4.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0
R0262,1,31,9.5,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
R0263,2,30,8.5,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
R0264,2,29,2.5,5.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0
R0265,1,30,0.4,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0
R0266,2,31,0.1,4.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0
R0267,1,27,0.5,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0
R0268,2,30,1.8,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0
R0269,1,30,3.9,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0
R0270,1,29,6.8,2.0,2.0,,1.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
R0272,1,34,1.7,4.0,4.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,,4.0,3.0,2.0,4.0
R0273,1,36,5.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0
R0274,2,28,10.5,2.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0
R0275,2,38,1.6,5.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
R0276,1,24,4.3,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
R0277,2,28,3.3,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0
R0278,1,39,3.4,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0
R0279,1,31,11.1,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0
R0280,2,30,1.9,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
